mode,load,0_densenet201-16,1_mobilenet_v3_small-32,2_squeezenet1_1-4
mps-uncap,0.8,15.767335891723633,2.7103424072265625,0.9529590606689453
mps-uncap,0.9,15.764951705932617,2.706766128540039,0.9686946868896484
mps-uncap,1.0,17.866134643554688,2.721071243286133,0.9915828704833984
mps-uncap,0.5,15.727043151855469,2.711772918701172,0.9751319885253906
mps-uncap,0.6,15.735626220703125,2.7234554290771484,0.9684562683105469
mps-uncap,0.7,15.940666198730469,2.7077198028564453,0.9491443634033203
mps-uncap,0.1,15.760183334350586,2.720355987548828,0.9899139404296875
mps-uncap,0.2,15.836954116821289,2.7341842651367188,0.9717941284179688
mps-uncap,0.3,15.735387802124023,2.7141571044921875,0.980377197265625
mps-uncap,0.4,15.733718872070312,2.717733383178711,0.9655952453613281
