mode,load,0_densenet201-16,1_mobilenet_v3_small-32,2_squeezenet1_1-4
mps-uncap,0.8,41.98598861694336,7.2078704833984375,3.0199289321899414
mps-uncap,0.9,68.75753402709961,8.709907531738281,4.471302032470703
mps-uncap,1.0,2169.866919517517,24.07205104827881,21.555662155151367
mps-uncap,0.5,20.90167999267578,6.001591682434082,2.690553665161133
mps-uncap,0.6,23.267149925231934,5.596160888671875,2.7049779891967773
mps-uncap,0.7,25.527000427246094,5.469202995300293,2.6824474334716797
mps-uncap,0.1,21.462678909301758,6.204724311828613,2.5554895401000977
mps-uncap,0.2,21.22509479522705,6.561756134033203,2.665281295776367
mps-uncap,0.3,20.286083221435547,6.430625915527344,2.6726722717285156
mps-uncap,0.4,20.358800888061523,6.160259246826172,2.593994140625
