mode,load,0_densenet201-16,1_mobilenet_v3_small-32,2_squeezenet1_1-4
mps-uncap,0.8,202.8799057006836,66.31708145141602,27.693510055541992
mps-uncap,0.9,374.7422695159912,60.57548522949219,37.72139549255371
mps-uncap,1.0,3681.8342208862305,154.66785430908203,100.29053688049316
mps-uncap,0.5,93.74833106994629,32.5472354888916,15.40827751159668
mps-uncap,0.6,110.8095645904541,30.086755752563477,19.314050674438477
mps-uncap,0.7,160.0208282470703,43.44654083251953,22.338151931762695
mps-uncap,0.1,47.64413833618164,15.631914138793945,6.905794143676758
mps-uncap,0.2,54.689884185791016,20.327329635620117,9.874820709228516
mps-uncap,0.3,73.88854026794434,27.55141258239746,12.225151062011719
mps-uncap,0.4,78.62114906311035,34.26098823547363,15.941143035888672
