mode,load,0_densenet201-16,1_mobilenet_v3_small-32,2_squeezenet1_1-4
mps-uncap,0.8,22.486448287963867,4.29081916809082,1.8454790115356445
mps-uncap,0.9,23.429393768310547,4.186868667602539,2.084970474243164
mps-uncap,1.0,25.29430389404297,4.421710968017578,2.2995471954345703
mps-uncap,0.5,19.290447235107422,4.595041275024414,2.3326873779296875
mps-uncap,0.6,19.942522048950195,4.150509834289551,2.2177696228027344
mps-uncap,0.7,20.4465389251709,4.027128219604492,1.8737316131591797
mps-uncap,0.1,21.174311637878418,6.032228469848633,2.4791955947875977
mps-uncap,0.2,20.67887783050537,6.268978118896484,2.5482177734375
mps-uncap,0.3,18.797755241394043,5.950450897216797,2.480745315551758
mps-uncap,0.4,18.762826919555664,5.691289901733398,2.399444580078125
