mode,load,0_densenet121-4,1_efficientnet_b5-2,2_resnet101-8
mps-uncap,0.8,326.5117315362127,126.3487409322611,708.3847832597472
mps-uncap,0.9,324.50579730417496,129.3370269403602,747.754470836637
mps-uncap,1.0,323.6235561446696,128.7562538152753,747.5462800323621
mps-uncap,0.5,201.67804969994972,87.4709394085229,439.62728942629263
mps-uncap,0.6,240.06640449032076,103.55676628737838,529.093604063071
mps-uncap,0.7,281.2093867375184,120.64465654194763,625.2702690166169
mps-uncap,0.1,41.56770928217178,17.298329000229977,93.3430345185173
mps-uncap,0.2,82.63860130666352,34.141146253213115,172.95835533146703
mps-uncap,0.3,123.7012383710566,51.49803053813421,261.6180370883076
mps-uncap,0.4,166.771752984103,67.2843507056488,352.841429095132
