mode,load,0_densenet121-4,1_efficientnet_b5-2,2_resnet101-8
mps-uncap,0.8,2211.153249740601,3819.4044828414917,324.79247331619257
mps-uncap,0.9,9590.82221031189,10519.554500579834,4155.695085525513
mps-uncap,1.0,14701.730232238768,17124.02215242386,10697.33386516571
mps-uncap,0.5,67.54624843597412,117.5061368942258,42.249944210052504
mps-uncap,0.6,98.06066513061523,161.21849298477173,59.04653549194328
mps-uncap,0.7,148.1122374534607,444.53350543975836,132.8827571868895
mps-uncap,0.1,39.559264183044455,46.223425865173326,36.84277772903442
mps-uncap,0.2,38.90223503112792,45.90116739273069,33.32960605621338
mps-uncap,0.3,40.654540061950684,48.525428771972635,30.752983093261694
mps-uncap,0.4,54.992542266845746,76.61797523498488,33.38388442993159
