mode,load,0_densenet121-4,1_efficientnet_b5-2,2_resnet101-8
mps-uncap,0.8,14.794111251831055,17.614126205444336,12.325525283813477
mps-uncap,0.9,15.067577362060547,18.136262893676758,11.932849884033203
mps-uncap,1.0,15.805244445800781,18.73469352722168,11.94310188293457
mps-uncap,0.5,15.649557113647461,18.595457077026367,14.560937881469727
mps-uncap,0.6,15.170574188232422,18.814802169799805,12.490034103393555
mps-uncap,0.7,14.461517333984375,18.67198944091797,12.610673904418945
mps-uncap,0.1,29.888153076171875,31.939268112182617,22.127866744995117
mps-uncap,0.2,25.42877197265625,26.915550231933594,20.766735076904297
mps-uncap,0.3,22.05514907836914,24.129867553710938,20.570039749145508
mps-uncap,0.4,21.526098251342773,20.789146423339844,16.852140426635742
