mode,load,0_resnet101-32,1_squeezenet1_1-32,2_vgg16-32
mps-uncap,0.8,240.41367107322367,1002.8505469521699,1044.2553226612308
mps-uncap,0.9,321.82307228911094,1191.7974984907974,1148.94194844586
mps-uncap,1.0,326.9539594301735,1305.4995315522333,1276.8167580550871
mps-uncap,0.5,162.16653584168256,658.8847459267322,647.1208801290112
mps-uncap,0.6,207.19626345164593,788.0346652595118,796.3550277080207
mps-uncap,0.7,238.12262841001004,891.5890988526088,896.0302127312017
mps-uncap,0.1,35.55023147507229,123.76952460196765,131.92324607780745
mps-uncap,0.2,78.85723762756864,266.4220240828267,265.4006810967701
mps-uncap,0.3,107.07561320169731,393.3406404844295,387.5867044171635
mps-uncap,0.4,137.4533138118841,526.2177578512959,504.33171018295934
