mode,load,0_resnet101-32,1_squeezenet1_1-32,2_vgg16-32
mps-uncap,0.8,156.2298774719239,56.12614154815674,98.3505725860596
mps-uncap,0.9,365.5270099639894,107.37161636352543,153.00350189208984
mps-uncap,1.0,1233.3158254623413,1037.638306617737,802.8740882873535
mps-uncap,0.5,69.74096298217773,20.967674255371094,41.983699798584
mps-uncap,0.6,88.21723461151126,25.01850128173828,50.085401535034194
mps-uncap,0.7,110.41569709777832,33.045196533203125,67.58499145507812
mps-uncap,0.1,27.64399051666261,6.2624931335449245,19.625186920166016
mps-uncap,0.2,36.37373447418213,12.200212478637694,27.285861968994144
mps-uncap,0.3,47.323417663574254,16.388964653015137,29.591870307922363
mps-uncap,0.4,62.35494613647462,18.71509552001953,35.72726249694825
