mode,load,0_mobilenet_v2-16,1_mobilenet_v2-2,2_mobilenet_v2-32,3_mobilenet_v2-32
mps-uncap,1.0,12.409067153930664,11.289234161376953,13.211910724639893,12.94000148773193
