mode,load,0_efficientnet_b6-8,1_efficientnet_b6-8
mig,0.1,0.012159347534179688,0.012159347534179688
mig,0.2,0.01239776611328125,0.012874603271484375
mig,0.3,0.01239776611328125,0.01239776611328125
mig,0.4,0.01239776611328125,0.012874603271484375
mig,0.5,0.011920928955078125,0.012159347534179688
mig,0.6,0.01239776611328125,0.01049041748046875
mig,0.7,0.010251998901367188,0.01239776611328125
mig,0.8,0.012636184692382812,0.012636184692382812
mig,0.9,0.01049041748046875,0.015497207641601562
mig,1.0,0.013589859008789062,0.02956390380859375
