mode,load,0_efficientnet_b6-8,1_efficientnet_b6-8
mig,0.1,21.403908729553223,22.59659767150879
mig,0.2,19.298911094665527,22.435545921325684
mig,0.3,18.931269645690918,22.43781089782715
mig,0.4,18.558979034423828,22.45616912841797
mig,0.5,18.657684326171875,22.462844848632812
mig,0.6,18.57149600982666,22.44579792022705
mig,0.7,18.574953079223633,22.454023361206055
mig,0.8,18.596410751342773,22.496700286865234
mig,0.9,18.678665161132812,22.643327713012695
mig,1.0,18.813133239746094,22.845745086669922
