mode,load,0_inception_v3-16,1_inception_v3-8,2_vgg16-16
mps-uncap,0.8,22.904634475708008,19.27018165588379,10.358810424804688
mps-uncap,0.9,33.059120178222656,28.530359268188477,10.757923126220703
mps-uncap,1.0,35.99262237548828,34.95383262634277,11.213541030883789
mps-uncap,0.5,12.340068817138672,11.930465698242188,9.49406623840332
mps-uncap,0.6,13.474583625793457,12.240886688232422,9.679079055786133
mps-uncap,0.7,15.947222709655762,13.677597045898438,10.04171371459961
mps-uncap,0.1,12.054681777954102,11.831045150756836,9.300947189331055
mps-uncap,0.2,11.943936347961426,12.176156044006348,9.272336959838867
mps-uncap,0.3,11.882424354553223,11.95526123046875,9.288549423217773
mps-uncap,0.4,12.089252471923828,12.183904647827148,9.332537651062012
