mode,load,0_inception_v3-16,1_inception_v3-8,2_vgg16-16
mps-uncap,0.8,38.84410858154297,32.291603088378906,11.417388916015625
mps-uncap,0.9,37.05024719238281,35.944223403930664,11.731815338134766
mps-uncap,1.0,38.26107978820801,37.036848068237305,12.120342254638672
mps-uncap,0.5,27.126884460449226,23.947262763977072,10.599446296691895
mps-uncap,0.6,30.957818031311035,25.78713893890381,10.671710968017578
mps-uncap,0.7,34.490036964416504,31.83317184448243,11.174869537353516
mps-uncap,0.1,12.76559829711914,12.548303604125977,9.35368537902832
mps-uncap,0.2,16.44275188446045,16.382670402526855,9.741973876953125
mps-uncap,0.3,18.022441864013672,17.60876178741455,9.956192970275879
mps-uncap,0.4,21.7961311340332,20.90845108032227,10.278820991516113
