mode,load,0_inception_v3-16,1_inception_v3-8,2_vgg16-16
mps-uncap,0.8,145.1255321502684,115.61014175415038,111.06860637664795
mps-uncap,0.9,222.75805473327637,221.5692520141602,168.92637252807634
mps-uncap,1.0,704.1683435440063,2247.64995098114,654.001898765564
mps-uncap,0.5,64.94270324707053,52.455401420593255,34.38014030456538
mps-uncap,0.6,57.99032449722289,57.432246208191,41.72976970672609
mps-uncap,0.7,82.3997831344603,85.46624660491936,65.90821027755742
mps-uncap,0.1,22.755012512207028,20.00819683074952,17.008790969848647
mps-uncap,0.2,23.163940906524655,28.199918270111077,22.732548713684082
mps-uncap,0.3,29.47437524795531,30.89920282363893,24.001805782318105
mps-uncap,0.4,48.68295192718485,37.91456699371346,30.735847949981704
