mode,load,0_inception_v3-16,1_inception_v3-8,2_vgg16-16
mps-uncap,0.8,42.037105560302734,34.509010314941406,12.159109115600586
mps-uncap,0.9,39.690256118774414,38.87720108032227,12.392950057983398
mps-uncap,1.0,40.233228206634514,39.236321449279785,12.613687515258789
mps-uncap,0.5,38.46312999725346,34.74869966506958,11.29441976547241
mps-uncap,0.6,39.19500112533569,34.551081657409725,11.491394042968752
mps-uncap,0.7,38.04752826690674,36.33515357971189,12.057650089263918
mps-uncap,0.1,22.701797485351555,16.98626041412354,10.516662597656252
mps-uncap,0.2,23.01622152328491,24.16277885437011,10.754396915435791
mps-uncap,0.3,28.156681060791,25.549721717834473,10.853855609893797
mps-uncap,0.4,33.00691604614257,27.35676765441895,11.160566806793216
