mode,load,0_inception_v3-16,1_inception_v3-8,2_vgg16-16
mps-uncap,0.8,220.9322452545166,171.8466281890869,207.79705047607422
mps-uncap,0.9,267.03810691833496,257.07387924194336,216.39394760131836
mps-uncap,1.0,780.7967662811279,2340.0371074676514,708.1146240234375
mps-uncap,0.5,77.93593406677246,65.43588638305664,54.337501525878906
mps-uncap,0.6,75.52266120910645,73.99916648864746,58.95256996154785
mps-uncap,0.7,136.97433471679688,115.90313911437988,88.28997611999512
mps-uncap,0.1,23.810386657714844,23.143529891967773,20.090579986572266
mps-uncap,0.2,29.67548370361328,33.28585624694824,29.8616886138916
mps-uncap,0.3,31.008005142211914,42.847394943237305,31.45289421081543
mps-uncap,0.4,62.93606758117676,49.79872703552246,51.868438720703125
