mode,load,0_inception_v3-16,1_inception_v3-8,2_vgg16-16
mps-uncap,0.8,180.92584609985352,138.59319686889648,197.37887382507324
mps-uncap,0.9,229.77256774902344,242.0368194580078,204.20479774475098
mps-uncap,1.0,745.2611923217773,2304.4629096984863,696.9234943389893
mps-uncap,0.5,65.86360931396484,52.365779876708984,44.05784606933594
mps-uncap,0.6,68.16840171813965,49.569129943847656,49.178361892700195
mps-uncap,0.7,99.70879554748535,103.86204719543457,77.1946907043457
mps-uncap,0.1,10.702371597290039,12.246131896972656,10.348081588745117
mps-uncap,0.2,11.708259582519531,21.790742874145508,20.59197425842285
mps-uncap,0.3,17.66228675842285,24.93882179260254,22.201061248779297
mps-uncap,0.4,43.71809959411621,33.222198486328125,40.80939292907715
