mode,load,0_inception_v3-16,1_inception_v3-8,2_vgg16-16
mps-uncap,0.8,46.89431190490723,36.23971939086915,41.99337959289551
mps-uncap,0.9,104.60233688354492,94.13385391235352,88.54851722717285
mps-uncap,1.0,491.4620637893677,1608.7628364562995,519.5358276367188
mps-uncap,0.5,9.356546401977543,10.38944721221924,10.986065864563
mps-uncap,0.6,12.559795379638675,13.775920867919924,14.810800552368173
mps-uncap,0.7,23.71447086334228,24.4171142578125,26.50916576385498
mps-uncap,0.1,0.0758647918701172,0.07424354553222656,0.0743865966796875
mps-uncap,0.2,0.0705718994140625,0.07407665252685547,4.1845560073852575
mps-uncap,0.3,0.07617473602294925,0.07724761962890625,7.179975509643555
mps-uncap,0.4,5.367898941040038,4.765796661376961,8.32333564758301
