mode,load,0_inception_v3-16,1_inception_v3-8,2_vgg16-16
mps-uncap,0.8,116.86370372772201,97.60596275329586,100.46160221099854
mps-uncap,0.9,189.0125274658203,189.41309452056893,157.0161247253419
mps-uncap,1.0,667.9732346534729,2214.223051071167,643.0353641510009
mps-uncap,0.5,34.614734649658246,30.84774732589721,24.359762668609594
mps-uncap,0.6,35.67951202392578,38.43594789505007,31.71417713165284
mps-uncap,0.7,54.01285648345945,59.64383602142333,54.948949813842795
mps-uncap,0.1,5.6693840026854865,9.061446189880382,7.776670455932632
mps-uncap,0.2,8.695929050445555,11.409027576446533,13.214085102081299
mps-uncap,0.3,11.826622486114497,15.723860263824475,14.191536903381346
mps-uncap,0.4,25.54297447204574,20.62177658081057,20.848360061645533
