mode,load,0_inception_v3-16,1_inception_v3-8,2_vgg16-16
mps-uncap,0.8,0.06175041198730469,0.06103515625,8.26120376586914
mps-uncap,0.9,14.983177185058594,11.610984802246094,20.64204216003418
mps-uncap,1.0,123.81815910339355,820.5816745758057,312.81471252441406
mps-uncap,0.5,0.05841255187988281,0.05555152893066406,0.04982948303222656
mps-uncap,0.6,0.057220458984375,0.053882598876953125,0.22220611572265625
mps-uncap,0.7,0.05710124969482422,0.05507469177246094,5.388140678405762
mps-uncap,0.1,0.06365776062011719,0.06556510925292969,0.06127357482910156
mps-uncap,0.2,0.05984306335449219,0.059604644775390625,0.05519390106201172
mps-uncap,0.3,0.060558319091796875,0.06079673767089844,0.05125999450683594
mps-uncap,0.4,0.0591278076171875,0.05984306335449219,0.04982948303222656
