mode,load,0_mobilenet_v2-8,1_resnet18-32,2_vgg11-8
mps-uncap,0.8,61.68508529663086,137.07685470581055,115.1728630065918
mps-uncap,0.9,194.59795951843262,631.3333511352539,342.92101860046387
mps-uncap,1.0,4695.662260055542,3509.9892616271973,7005.2759647369385
mps-uncap,0.5,28.393983840942383,39.02387619018555,25.465011596679688
mps-uncap,0.6,31.04376792907715,60.83989143371582,31.991958618164062
mps-uncap,0.7,70.76096534729004,79.15306091308594,70.66965103149414
mps-uncap,0.1,9.35506820678711,12.30478286743164,11.789321899414062
mps-uncap,0.2,17.606496810913086,15.399694442749023,13.117313385009766
mps-uncap,0.3,19.865036010742188,14.779329299926758,13.520956039428711
mps-uncap,0.4,27.73427963256836,26.174306869506836,19.5772647857666
