mode,load,0_mobilenet_v2-8,1_resnet18-32,2_vgg11-8
mps-uncap,0.8,599.4608500331898,2450.7103013497544,1196.8552107905937
mps-uncap,0.9,709.3849286781035,2758.3237168370188,1356.3233962200964
mps-uncap,1.0,711.2727109982496,2923.8067100299018,1351.2694442507366
mps-uncap,0.5,391.04183534091,1569.1403926354603,770.5376670061034
mps-uncap,0.6,457.50348716627565,1853.9195172613195,905.600873060787
mps-uncap,0.7,526.0059308580356,2125.2643766564215,1055.1973642723997
mps-uncap,0.1,73.38458866847004,304.3885315224692,149.82282459185106
mps-uncap,0.2,156.12286322288085,602.4708089946682,292.93680179565587
mps-uncap,0.3,227.71256701644273,889.1791154064498,460.87695034364623
mps-uncap,0.4,309.1897203890732,1215.4527508276767,603.774611832115
