mode,load,0_mobilenet_v2-8,1_resnet18-32,2_vgg11-8
mps-uncap,0.8,40.92807769775385,106.77094459533714,84.89349365234375
mps-uncap,0.9,152.8803825378418,529.4688868522643,272.4423313140868
mps-uncap,1.0,4633.229999542236,3415.331792831421,6880.376977920534
mps-uncap,0.5,15.739798545837402,19.721519947052023,14.585247039794945
mps-uncap,0.6,16.89293384552007,30.298423767089805,19.439649581909173
mps-uncap,0.7,34.25014019012451,47.5440216064456,33.6870551109314
mps-uncap,0.1,7.748513221740722,8.505303859710684,4.372119903564453
mps-uncap,0.2,10.702803134918225,8.802852630615199,6.0372829437255815
mps-uncap,0.3,13.829004764556855,10.400686264038086,8.137714862823486
mps-uncap,0.4,18.866467475891117,15.239467620849604,11.918401718139647
