mode,load,0_mobilenet_v2-8,1_resnet18-32,2_vgg11-8
mps-uncap,0.8,3.976583480834961,4.494905471801758,3.4792423248291016
mps-uncap,0.9,3.995180130004883,4.841327667236328,3.5746097564697266
mps-uncap,1.0,5.197286605834961,4.977703094482422,3.6525726318359375
mps-uncap,0.5,3.9489269256591797,4.393339157104492,3.434896469116211
mps-uncap,0.6,3.9675235748291016,4.421710968017578,3.438234329223633
mps-uncap,0.7,3.9725303649902344,4.407644271850586,3.4332275390625
mps-uncap,0.1,5.073785781860352,4.704713821411133,3.513813018798828
mps-uncap,0.2,3.9300918579101562,4.405736923217773,3.47137451171875
mps-uncap,0.3,3.980875015258789,4.397392272949219,3.4563541412353516
mps-uncap,0.4,3.9844512939453125,4.4727325439453125,3.4744739532470703
