mode,load,0_resnet18-32,1_resnet34-16,2_squeezenet1_0-2
mps-uncap,0.8,6.403815746307373,9.952175617218014,4.981555938720704
mps-uncap,0.9,6.361830234527588,10.167336463928223,5.388617515563965
mps-uncap,1.0,6.435959339141847,10.296807289123535,5.525245666503905
mps-uncap,0.5,6.078531742095947,8.852548599243164,4.734396934509277
mps-uncap,0.6,6.019072532653809,9.05658721923828,4.903674125671387
mps-uncap,0.7,6.135578155517578,9.510293006896973,5.1132869720459
mps-uncap,0.1,5.6047797203063965,6.783628463745118,3.7338733673095703
mps-uncap,0.2,5.7997894287109375,7.534122467041019,4.041790962219238
mps-uncap,0.3,5.9786224365234375,7.923715114593498,4.553744792938241
mps-uncap,0.4,5.935211181640625,8.466105461120605,4.7006773948669425
