mode,load,0_resnet18-32,1_resnet34-16,2_squeezenet1_0-2
mps-uncap,0.8,6.950139999389648,10.400772094726562,5.48243522644043
mps-uncap,0.9,7.245540618896484,11.39068603515625,5.797624588012695
mps-uncap,1.0,7.596254348754883,12.902021408081055,6.819248199462891
mps-uncap,0.5,7.809638977050781,9.518861770629883,5.420207977294922
mps-uncap,0.6,6.215572357177734,9.75179672241211,5.540370941162109
mps-uncap,0.7,6.873846054077148,10.071754455566406,5.7315826416015625
mps-uncap,0.1,5.956888198852539,8.18777084350586,5.335092544555664
mps-uncap,0.2,6.126165390014648,8.64267349243164,5.315065383911133
mps-uncap,0.3,6.1588287353515625,9.012937545776367,5.454540252685547
mps-uncap,0.4,6.364107131958008,9.26661491394043,5.300283432006836
