mode,load,0_resnet18-32,1_resnet34-16,2_squeezenet1_0-2
mps-uncap,0.8,4.132270812988281,3.5910606384277344,0.965118408203125
mps-uncap,0.9,4.130125045776367,3.6323070526123047,0.9601116180419922
mps-uncap,1.0,4.123449325561523,3.6001205444335938,0.9679794311523438
mps-uncap,0.5,4.127264022827148,3.588438034057617,0.9946823120117188
mps-uncap,0.6,4.119157791137695,3.579378128051758,0.9813308715820312
mps-uncap,0.7,4.115581512451172,3.583192825317383,0.9615421295166016
mps-uncap,0.1,4.130125045776367,3.5867691040039062,1.0225772857666016
mps-uncap,0.2,4.122257232666016,3.5805702209472656,0.9865760803222656
mps-uncap,0.3,4.118442535400391,3.592967987060547,0.9732246398925781
mps-uncap,0.4,4.12440299987793,3.590822219848633,0.9520053863525391
