mode,load,0_mobilenet_v2-16,1_mobilenet_v2-16,2_mobilenet_v2-16,3_mobilenet_v2-16
mig,0.1,9.857416152954102,9.959220886230469,9.958267211914062,17.612934112548828
mig,0.2,9.853839874267578,9.935140609741211,9.964227676391602,17.616748809814453
mig,0.3,9.87696647644043,10.941028594970703,9.966611862182617,17.629384994506836
mig,0.4,9.862899780273438,9.96708869934082,9.968280792236328,17.627477645874023
mig,0.5,9.854316711425781,9.96255874633789,9.9639892578125,17.616748809814453
mig,0.6,9.84048843383789,9.950876235961914,9.947776794433594,17.603635787963867
mig,0.7,9.82809066772461,9.890317916870117,9.902715682983398,17.627716064453125
mig,0.8,9.849309921264648,9.931325912475586,9.948015213012695,17.59791374206543
mig,0.9,9.809494018554688,9.907007217407227,9.897470474243164,17.614364624023438
mig,1.0,9.85097885131836,9.942054748535156,9.95635986328125,17.613649368286133
