mode,load,0_mobilenet_v2-16,1_mobilenet_v2-16,2_mobilenet_v2-16,3_mobilenet_v2-16
mig,0.1,16.86967372894287,18.163309097289993,16.821894645690918,33.48729610443116
mig,0.2,19.42934989929193,18.40498447418214,22.3850774765015,40.86821079254151
mig,0.3,23.675584793090813,25.65503120422363,26.431407928466765,49.452590942382834
mig,0.4,33.58769416809082,30.09452104568479,33.42979431152305,65.0484371185303
mig,0.5,35.5249309539795,35.934417247772224,40.34976959228511,84.70945358276366
mig,0.6,45.26859283447264,51.03546380996702,52.05785036087043,99.03752565383913
mig,0.7,67.86940097808845,64.04373645782475,62.74949550628656,132.47458219528122
mig,0.8,100.81771135330195,112.6868629455563,91.53561115264894,197.019228935242
mig,0.9,215.76406955719014,162.52276420593267,168.95536422729484,385.94805002212416
mig,1.0,1373.403921127319,687.9335784912109,886.059045791626,1344.2333221435547
