mode,load,0_mobilenet_v2-16,1_mobilenet_v2-16,2_mobilenet_v2-16,3_mobilenet_v2-16
mig,0.1,20.636320114135742,30.600547790527344,18.801212310791016,50.13871192932129
mig,0.2,29.057741165161133,27.68421173095703,33.33425521850586,47.835350036621094
mig,0.3,31.885147094726562,36.99088096618652,49.13663864135742,66.79701805114746
mig,0.4,58.803558349609375,44.568538665771484,53.44414710998535,103.91569137573242
mig,0.5,52.60825157165527,58.98427963256836,81.51984214782715,125.02384185791016
mig,0.6,68.12119483947754,73.87661933898926,96.8472957611084,151.5493392944336
mig,0.7,96.74382209777832,115.94271659851074,86.85517311096191,168.4439182281494
mig,0.8,122.84398078918457,152.99463272094727,123.07858467102051,236.22393608093262
mig,0.9,266.9076919555664,195.29175758361816,241.7762279510498,538.4862422943115
mig,1.0,1410.3565216064453,727.5540828704834,933.506965637207,1405.388593673706
