mode,load,0_mobilenet_v2-16,1_mobilenet_v2-16,2_mobilenet_v2-16,3_mobilenet_v2-16
mig,0.1,8.71586799621582,8.816003799438477,8.837223052978516,17.1658992767334
mig,0.2,8.710622787475586,8.799552917480469,8.802652359008789,17.180442810058594
mig,0.3,8.70656967163086,8.78453254699707,8.816003799438477,17.183303833007812
mig,0.4,8.700132369995117,8.795499801635742,8.8043212890625,17.17996597290039
mig,0.5,8.699893951416016,8.787393569946289,8.794546127319336,17.18282699584961
mig,0.6,8.700370788574219,8.789300918579102,8.79669189453125,17.177820205688477
mig,0.7,8.70370864868164,8.785486221313477,8.793354034423828,17.179250717163086
mig,0.8,8.699178695678711,8.789777755737305,8.791685104370117,17.17996597290039
mig,0.9,8.703231811523438,8.78763198852539,8.79669189453125,17.182350158691406
mig,1.0,8.710622787475586,8.794069290161133,8.798360824584961,17.191648483276367
