mode,load,0_mobilenet_v2-16,1_mobilenet_v2-16,2_mobilenet_v2-16,3_mobilenet_v2-16
mig,0.1,8.69894027709961,8.774757385253906,8.800745010375977,17.15087890625
mig,0.2,8.69297981262207,8.785009384155273,8.790254592895508,17.161130905151367
mig,0.3,8.680343627929688,8.773088455200195,8.789539337158203,17.158031463623047
mig,0.4,8.682012557983398,8.775711059570312,8.784294128417969,17.151594161987305
mig,0.5,8.677005767822266,8.765220642089844,8.780479431152344,17.152786254882812
mig,0.6,8.679389953613281,8.76760482788086,8.779525756835938,17.146825790405273
mig,0.7,8.679628372192383,8.76307487487793,8.772611618041992,17.154216766357422
mig,0.8,8.674144744873047,8.769035339355469,8.775949478149414,17.151832580566406
mig,0.9,8.678197860717773,8.765697479248047,8.771657943725586,17.146587371826172
mig,1.0,8.67772102355957,8.764982223510742,8.772134780883789,17.15373992919922
