mode,load,0_mobilenet_v2-16,1_mobilenet_v2-16,2_mobilenet_v2-16,3_mobilenet_v2-16
mig,0.1,8.13619613647461,9.356884956359819,7.99912214279175,16.316258907318122
mig,0.2,10.701060295104915,9.554553031921404,13.559660911560096,23.698377609252944
mig,0.3,14.957809448242182,16.863608360290524,17.607755661010714,32.26854801177981
mig,0.4,24.883151054382324,21.31075143814084,24.636807441711035,47.859568595886245
mig,0.5,26.81905746459961,27.129614353179935,31.540589332580513,67.52408742904662
mig,0.6,36.57402038574217,42.228019237518296,43.2671785354615,81.8104410171509
mig,0.7,59.15688037872323,55.15513420104983,53.94476175308221,115.28440952300949
mig,0.8,92.10778236389154,103.89610290527308,82.737455368042,179.83124494552644
mig,0.9,207.01297283172624,153.73406171798712,160.146312713623,368.75889539718514
mig,1.0,1364.5890522003172,679.1342735290527,877.2572040557861,1327.0507431030273
