mode,load,0_efficientnet_b5-16,1_efficientnet_b5-16
mig,0.1,32.143306732177734,41.167545318603516
mig,0.2,28.14931869506836,33.038902282714844
mig,0.3,28.21826934814453,33.08987617492676
mig,0.4,28.239727020263672,33.01084041595459
mig,0.5,28.32188606262207,33.07819366455078
mig,0.6,28.397822380065918,33.21969509124756
mig,0.7,28.48038673400879,33.37140083312988
mig,0.8,28.653717041015625,33.67619514465332
mig,0.9,28.814077377319336,33.92622470855713
mig,1.0,28.890132904052734,34.05725955963135
