mode,load,0_efficientnet_b5-16,1_efficientnet_b5-16
mig,0.1,27.749300003051758,32.56559371948242
mig,0.2,27.704238891601562,32.579660415649414
mig,0.3,27.717113494873047,32.602787017822266
mig,0.4,27.725934982299805,32.55295753479004
mig,0.5,27.714252471923828,32.54961967468262
mig,0.6,26.747703552246094,31.579017639160156
mig,0.7,27.72665023803711,32.55772590637207
mig,0.8,27.717113494873047,32.592058181762695
mig,0.9,27.74333953857422,32.60087966918945
mig,1.0,26.75032615661621,31.714200973510742
