mode,load,0_efficientnet_b5-16,1_efficientnet_b5-16
mig,0.1,64.41378593444824,78.60398292541504
mig,0.2,102.77748107910156,96.8022346496582
mig,0.3,102.60629653930664,151.9920825958252
mig,0.4,133.53824615478516,195.12367248535156
mig,0.5,131.28900527954102,216.32814407348633
mig,0.6,258.03399085998535,307.9977035522461
mig,0.7,279.32047843933105,682.4796199798584
mig,0.8,386.0161304473877,1677.7961254119873
mig,0.9,974.1959571838379,7059.925317764282
mig,1.0,4064.9821758270264,11165.749073028564
