mode,load,0_efficientnet_b5-16,1_efficientnet_b5-16
mig,0.1,0.041961669921875,0.04315376281738281
mig,0.2,0.03218650817871094,0.030755996704101562
mig,0.3,0.030755996704101562,0.031232833862304688
mig,0.4,0.029802322387695312,0.03337860107421875
mig,0.5,1.2638568878173828,8.515119552612305
mig,0.6,12.169718742370605,23.965835571289062
mig,0.7,29.430508613586426,49.455881118774414
mig,0.8,46.857476234436035,682.0780038833618
mig,0.9,309.5362186431885,2964.2523527145386
mig,1.0,1984.0869903564453,4864.614129066467
