mode,load,0_efficientnet_b5-16,1_efficientnet_b5-16
mig,0.1,27.767658233642578,32.62662887573242
mig,0.2,27.72998809814453,32.59420394897461
mig,0.3,27.749300003051758,32.618045806884766
mig,0.4,27.741432189941406,32.590627670288086
mig,0.5,27.74834632873535,32.58466720581055
mig,0.6,26.77011489868164,31.61478042602539
mig,0.7,27.75859832763672,32.60540962219238
mig,0.8,27.730226516723633,32.63998031616211
mig,0.9,27.786731719970703,32.90438652038574
mig,1.0,26.763439178466797,31.729936599731445
