mode,load,0_efficientnet_b5-16,1_efficientnet_b5-16
mig,0.1,35.963196754455566,48.417186737060554
mig,0.2,29.77970838546753,34.38457012176514
mig,0.3,29.653668403625506,34.50875282287598
mig,0.4,29.533016681671143,34.60878610610962
mig,0.5,29.532814025878903,34.397125244140625
mig,0.6,29.969732761383057,34.54547166824341
mig,0.7,29.762275218963623,34.690959453582764
mig,0.8,29.851534366607662,35.02857685089111
mig,0.9,29.98614311218261,35.032310485839844
mig,1.0,30.082654953002926,35.2947998046875
