mode,load,0_densenet169-16,1_efficientnet_b6-2,2_vgg13-16
mps-uncap,0.8,0.06330013275146484,0.0591278076171875,6.855010986328125
mps-uncap,0.9,14.081478118896484,8.431196212768555,13.895392417907715
mps-uncap,1.0,84.27846431732178,265.3005123138428,77.74007320404053
mps-uncap,0.5,0.06103515625,0.057816505432128906,0.04649162292480469
mps-uncap,0.6,0.05888938903808594,0.05817413330078125,0.46563148498535156
mps-uncap,0.7,0.06079673767089844,0.057697296142578125,3.8666725158691406
mps-uncap,0.1,0.064849853515625,0.06496906280517578,0.057220458984375
mps-uncap,0.2,0.06318092346191406,0.061511993408203125,0.050067901611328125
mps-uncap,0.3,0.06103515625,0.058650970458984375,0.05054473876953125
mps-uncap,0.4,0.06341934204101562,0.059485435485839844,0.048160552978515625
