mode,load,0_densenet169-16,1_efficientnet_b6-2,2_vgg13-16
mps-uncap,0.8,61.56752109527591,43.86258125305176,31.406354904174822
mps-uncap,0.9,115.1364326477051,82.02710151672363,53.063392639160156
mps-uncap,1.0,268.69218349456787,952.0382881164551,299.0634679794311
mps-uncap,0.5,9.544277191162116,9.596419334411626,8.653116226196287
mps-uncap,0.6,19.33829784393311,15.320277214050305,13.756132125854494
mps-uncap,0.7,33.81888866424563,23.753643035888672,20.904064178466797
mps-uncap,0.1,0.07295608520507812,0.08535385131835938,0.07338523864746094
mps-uncap,0.2,0.07567405700683595,0.07457733154296875,2.999114990234397
mps-uncap,0.3,6.617689132690436,8.026647567748991,6.139850616455078
mps-uncap,0.4,7.53066539764404,0.345969200134286,7.0755481719970685
