mode,load,0_densenet169-16,1_efficientnet_b6-2,2_vgg13-16
mps-uncap,0.8,12.370586395263672,10.25533676147461,7.773160934448242
mps-uncap,0.9,12.346744537353516,10.116100311279297,7.765531539916992
mps-uncap,1.0,13.17906379699707,10.417938232421875,7.845878601074219
mps-uncap,0.5,12.164115905761719,10.035514831542969,7.742166519165039
mps-uncap,0.6,12.165546417236328,10.084867477416992,7.74383544921875
mps-uncap,0.7,12.128591537475586,10.057926177978516,7.749080657958984
mps-uncap,0.1,12.338876724243164,11.1083984375,7.751941680908203
mps-uncap,0.2,12.221336364746094,10.860443115234375,7.729053497314453
mps-uncap,0.3,12.296199798583984,10.798215866088867,7.746458053588867
mps-uncap,0.4,12.21919059753418,10.01739501953125,7.744550704956055
