mode,load,0_densenet169-16,1_efficientnet_b6-2,2_vgg13-16
mps-uncap,0.8,12.306690216064453,10.025501251220703,7.7266693115234375
mps-uncap,0.9,12.32290267944336,9.897708892822266,7.746219635009766
mps-uncap,1.0,12.32767105102539,9.849309921264648,7.8220367431640625
mps-uncap,0.5,12.103080749511719,9.848356246948242,7.727384567260742
mps-uncap,0.6,12.116670608520508,9.896993637084961,7.727861404418945
mps-uncap,0.7,12.113571166992188,10.000467300415039,7.723331451416016
mps-uncap,0.1,12.292861938476562,11.079072952270508,7.725715637207031
mps-uncap,0.2,12.183904647827148,10.828256607055664,7.711172103881836
mps-uncap,0.3,12.256622314453125,9.951353073120117,7.723093032836914
mps-uncap,0.4,12.206077575683594,10.004043579101562,7.721662521362305
