mode,load,0_densenet169-16,1_efficientnet_b6-2,2_vgg13-16
mps-uncap,0.8,69.27847862243652,58.50529670715332,11.278629302978516
mps-uncap,0.9,71.12836837768555,58.84361267089844,12.555360794067383
mps-uncap,1.0,67.42167472839355,64.64767456054688,11.713981628417969
mps-uncap,0.5,64.33749198913574,55.73868751525879,10.956287384033203
mps-uncap,0.6,66.87569618225098,54.94952201843262,11.194705963134766
mps-uncap,0.7,70.16158103942871,57.2054386138916,11.664152145385742
mps-uncap,0.1,33.29014778137207,29.465675354003906,10.869026184082031
mps-uncap,0.2,39.48354721069336,33.769845962524414,11.04283332824707
mps-uncap,0.3,57.87348747253418,41.55302047729492,10.701417922973633
mps-uncap,0.4,50.71687698364258,42.44518280029297,10.802030563354492
