mode,load,0_densenet169-16,1_efficientnet_b6-2,2_vgg13-16
mps-uncap,0.8,193.1739244150729,27.686481234782622,1302.5979343903823
mps-uncap,0.9,199.12564946019543,31.097139038053967,1490.3859894777063
mps-uncap,1.0,221.0531296472171,35.59277533264019,1654.4404017140762
mps-uncap,0.5,115.16778344761138,17.239732530283415,821.8970542640452
mps-uncap,0.6,130.5695502493152,21.243498933177012,982.0846372647137
mps-uncap,0.7,161.32906875633972,23.361448019955088,1165.1811419979326
mps-uncap,0.1,21.801525829749906,3.8493248412663172,158.33273716646525
mps-uncap,0.2,50.09717760591242,7.08398964170744,321.43427587462804
mps-uncap,0.3,64.1876019379244,11.904929989375276,476.52990236733797
mps-uncap,0.4,95.37333630971484,12.748185753018937,647.8969985640007
