mode,load,0_efficientnet_b5-16,1_resnet34-32,2_vgg19-16
mps-uncap,0.8,347.2666120529175,135.2181077003479,71.84839248657227
mps-uncap,0.9,328.95342826843273,213.24467658996556,158.9370489120481
mps-uncap,1.0,988.9486932754515,1436.790962219239,1483.414657115936
mps-uncap,0.5,29.59460258483885,24.22405242919923,30.475630760192875
mps-uncap,0.6,55.98078250885011,39.46630001068115,36.48218154907226
mps-uncap,0.7,117.52903938293413,77.87673473358156,70.99370479583735
mps-uncap,0.1,3.231728076934883,3.2579040527343555,9.008421897888182
mps-uncap,0.2,34.481706619262646,9.188556671142573,11.917152404785158
mps-uncap,0.3,18.358135223388665,16.775145530700687,20.645232200622573
mps-uncap,0.4,34.515061378479025,16.422481536865234,21.819376945495684
