mode,load,0_efficientnet_b5-16,1_resnet34-32,2_vgg19-16
mps-uncap,0.8,500.3659725189209,193.02868843078613,105.79061508178711
mps-uncap,0.9,454.32257652282715,282.0396423339844,201.18403434753418
mps-uncap,1.0,1038.3076667785645,1498.5547065734863,1541.2261486053467
mps-uncap,0.5,42.11091995239258,43.58315467834473,40.35234451293945
mps-uncap,0.6,102.18524932861328,61.011314392089844,55.57847023010254
mps-uncap,0.7,142.30632781982422,121.86408042907715,142.50898361206055
mps-uncap,0.1,10.961771011352539,5.689144134521484,12.43448257446289
mps-uncap,0.2,52.27494239807129,14.64986801147461,24.77264404296875
mps-uncap,0.3,40.07863998413086,27.073383331298828,31.928062438964844
mps-uncap,0.4,40.73619842529297,25.984764099121094,33.42461585998535
