mode,load,0_efficientnet_b5-16,1_resnet34-32,2_vgg19-16
mps-uncap,0.8,57.14082717895508,21.628141403198242,20.89715003967285
mps-uncap,0.9,81.79259300231934,39.005279541015625,32.28425979614258
mps-uncap,1.0,340.4572010040283,490.65399169921875,390.92373847961426
mps-uncap,0.5,24.777650833129883,10.165691375732422,12.744665145874023
mps-uncap,0.6,30.016541481018066,12.7028226852417,13.81373405456543
mps-uncap,0.7,40.39502143859863,19.3251371383667,16.589760780334473
mps-uncap,0.1,21.34084701538086,6.401538848876953,10.875701904296875
mps-uncap,0.2,20.92599868774414,6.372570991516113,10.87963581085205
mps-uncap,0.3,21.159887313842773,6.437778472900391,10.854244232177734
mps-uncap,0.4,22.39990234375,6.761312484741211,11.210918426513672
