mode,load,0_efficientnet_b5-16,1_resnet34-32,2_vgg19-16
mps-uncap,0.8,86.81273460388184,33.74290466308594,19.290685653686523
mps-uncap,0.9,83.66513252258301,34.087419509887695,19.38772201538086
mps-uncap,1.0,88.88030052185059,33.34951400756836,20.123958587646484
mps-uncap,0.5,80.72853088378906,30.791044235229492,18.9511775970459
mps-uncap,0.6,75.50597190856934,33.45036506652832,18.601417541503906
mps-uncap,0.7,80.38043975830078,33.614397048950195,19.169330596923828
mps-uncap,0.1,29.80327606201172,21.802663803100586,17.9293155670166
mps-uncap,0.2,37.95194625854492,22.440195083618164,18.80788803100586
mps-uncap,0.3,70.81818580627441,29.581308364868164,17.943620681762695
mps-uncap,0.4,67.7344799041748,30.13134002685547,18.906116485595703
