mode,load,0_efficientnet_b5-16,1_resnet34-32,2_vgg19-16
mps-uncap,0.8,148.80225105174424,913.6909793254525,760.3540074816781
mps-uncap,0.9,182.6975925521422,1072.6693042980069,850.5358129353732
mps-uncap,1.0,182.09276254056525,1129.437618240129,979.7887399116916
mps-uncap,0.5,95.00569720372613,546.076972096821,484.3113456363351
mps-uncap,0.6,108.9111304645217,691.3212712001222,581.579797598887
mps-uncap,0.7,149.03645065060186,804.5098232452142,689.9772707864772
mps-uncap,0.1,20.676796938971584,128.6425168348853,92.19401367115162
mps-uncap,0.2,38.086747312883695,220.7731746878782,191.27592728538082
mps-uncap,0.3,60.90905160908556,330.87506985404474,297.4238417870073
mps-uncap,0.4,68.0872871273155,447.0805670504136,376.92874395469426
