mode,load,0_resnet50-16,1_densenet201-8,2_squeezenet1_0-8
mps-uncap,1.0,13.288259506225586,35.89468955993652,7.055230140686035
mig,1.0,16.071162223815918,26.44437551498413,6.090445518493649
