mode,load,0_resnet50-16,1_densenet201-8,2_squeezenet1_0-8
mps-uncap,1.0,1319.5355499444297,233.09915285165144,1612.1711475468967
mig,1.0,1102.7959933925672,320.9262483472646,1494.616080832848
