mode,load,0_resnet34-16,1_resnet34-16
mig,0.1,0.011205673217773438,0.011682510375976562
mig,0.2,0.011205673217773438,0.012159347534179688
mig,0.3,0.011682510375976562,0.010728836059570312
mig,0.4,0.011205673217773438,0.011682510375976562
mig,0.5,0.009298324584960938,0.010728836059570312
mig,0.6,0.00858306884765625,0.0095367431640625
mig,0.7,0.009059906005859375,0.0095367431640625
mig,0.8,0.009298324584960938,0.010013580322265625
mig,0.9,0.008106231689453125,0.010251998901367188
mig,1.0,0.010251998901367188,0.012159347534179688
