mode,load,0_densenet169-32,1_resnet101-4,2_vgg13-32
mps-uncap,0.8,348.6360573768615,174.87621068954468,217.54729270935067
mps-uncap,0.9,940.2223491668706,245.94912290573126,535.5716848373413
mps-uncap,1.0,3728.2044887542725,401.9376206398011,6381.587336063386
mps-uncap,0.5,85.08171319961536,37.35682964324958,60.492725372314446
mps-uncap,0.6,123.6047554016115,69.41675186157244,74.96344089508055
mps-uncap,0.7,446.2416529655463,75.33099651336657,129.07547950744643
mps-uncap,0.1,0.055789947509765625,14.907407760620112,18.158588409423807
mps-uncap,0.2,36.64202690124507,11.807265281677173,21.397092342376705
mps-uncap,0.3,37.25529909133917,17.210149765014663,32.32955932617189
mps-uncap,0.4,72.52818822860715,26.318674087524414,58.27933073043811
