mode,load,0_densenet169-32,1_resnet101-4,2_vgg13-32
mps-uncap,0.8,86.81654930114746,30.445456504821777,18.909931182861328
mps-uncap,0.9,118.76869201660156,43.47562789916992,19.32966709136963
mps-uncap,1.0,121.38700485229492,49.501657485961914,19.858956336975098
mps-uncap,0.5,37.43922710418701,16.260385513305664,18.098115921020508
mps-uncap,0.6,43.90382766723633,21.017074584960938,18.175840377807617
mps-uncap,0.7,72.56650924682617,23.898005485534668,18.58830451965332
mps-uncap,0.1,39.39461708068848,21.132469177246094,18.44310760498047
mps-uncap,0.2,30.052661895751953,20.354390144348145,18.1807279586792
mps-uncap,0.3,26.82960033416748,17.212390899658203,18.099308013916016
mps-uncap,0.4,36.003828048706055,16.68238639831543,18.064379692077637
