mode,load,0_resnet50-16,1_resnet50-16
mig,0.1,0.01430511474609375,0.012636184692382812
mig,0.2,0.011444091796875,0.011444091796875
mig,0.3,0.011444091796875,0.011205673217773438
mig,0.4,0.010013580322265625,0.0095367431640625
mig,0.5,0.011205673217773438,0.011444091796875
mig,0.6,0.009775161743164062,0.009775161743164062
mig,0.7,0.011205673217773438,0.009775161743164062
mig,0.8,0.011205673217773438,0.011920928955078125
mig,0.9,0.011682510375976562,0.024080276489257812
mig,1.0,0.012159347534179688,0.013589859008789062
