mode,load,0_densenet161-2,1_densenet201-4,2_efficientnet_b7-2
mps-uncap,0.8,9.363889694213867,12.130975723266602,12.254714965820312
mps-uncap,0.9,9.417295455932617,11.606454849243164,12.26043701171875
mps-uncap,1.0,9.563684463500977,11.956453323364258,12.447357177734375
mps-uncap,0.5,9.406328201293945,11.73710823059082,11.914968490600586
mps-uncap,0.6,9.41324234008789,11.600017547607422,12.0697021484375
mps-uncap,0.7,9.442567825317383,11.858940124511719,12.017965316772461
mps-uncap,0.1,9.79471206665039,11.963605880737305,11.94143295288086
mps-uncap,0.2,9.578227996826172,11.793375015258789,11.911153793334961
mps-uncap,0.3,9.55510139465332,11.843681335449219,12.084245681762695
mps-uncap,0.4,9.356021881103516,12.022733688354492,12.145042419433594
