mode,load,0_densenet161-2,1_densenet201-4,2_efficientnet_b7-2
mps-uncap,0.8,144.5732475681652,252.08821370433364,113.3211822183477
mps-uncap,0.9,167.8418226719966,283.2696475434934,123.83273870771994
mps-uncap,1.0,185.0062933608262,302.8291033791174,132.6964664718072
mps-uncap,0.5,92.669161855684,154.31837515179376,65.01955222173392
mps-uncap,0.6,112.17809679273789,190.5881153929502,81.3758732985746
mps-uncap,0.7,130.44527136567834,220.03187978724173,92.16871313019361
mps-uncap,0.1,17.562041419224173,30.04400846479881,13.628950213475491
mps-uncap,0.2,36.78218880852691,65.50057795506949,26.099532595368444
mps-uncap,0.3,55.46398639137762,94.78304793123569,40.07592575857049
mps-uncap,0.4,73.66952911167463,126.68062365543915,56.274758911598695
