mode,load,0_densenet161-2,1_densenet201-4,2_efficientnet_b7-2
mps-uncap,0.8,9.41610336303711,12.219905853271484,12.343406677246094
mps-uncap,0.9,9.572982788085938,11.802196502685547,12.546777725219727
mps-uncap,1.0,9.590625762939453,12.16578483581543,13.058185577392578
mps-uncap,0.5,9.51695442199707,11.838912963867188,12.068986892700195
mps-uncap,0.6,9.526252746582031,11.664390563964844,12.173891067504883
mps-uncap,0.7,9.456396102905273,11.959314346313477,12.174367904663086
mps-uncap,0.1,10.022401809692383,11.976957321166992,12.259244918823242
mps-uncap,0.2,9.695291519165039,11.943578720092773,12.020111083984375
mps-uncap,0.3,9.603023529052734,11.954069137573242,12.194633483886719
mps-uncap,0.4,9.482622146606445,12.163877487182617,12.20560073852539
