mode,load,0_densenet169-32,1_efficientnet_b6-4,2_mobilenet_v2-32,3_squeezenet1_0-4
mps-uncap,1.0,0.000476837158203125,0.00095367431640625,0.000476837158203125,0.0040531158447265625
