mode,load,0_efficientnet_b7-2,1_efficientnet_b7-2
mig,0.1,24.29206371307373,24.543023109436035
mig,0.2,23.371219635009766,23.189163208007812
mig,0.3,23.433375358581543,22.643423080444336
mig,0.4,21.549129486083984,22.179126739501953
mig,0.5,21.44598960876465,21.45533561706543
mig,0.6,21.27680778503418,21.254873275756836
mig,0.7,20.969057083129883,21.125054359436035
mig,0.8,21.058988571166992,21.464109420776367
mig,0.9,21.468257904052734,21.089839935302734
mig,1.0,21.16379737854004,21.318554878234863
