mode,load,0_efficientnet_b7-2,1_efficientnet_b7-2
mig,0.1,37.25409507751465,38.38968276977539
mig,0.2,25.710582733154297,24.747371673583984
mig,0.3,25.915861129760742,25.8023738861084
mig,0.4,24.2462158203125,25.232553482055664
mig,0.5,24.576902389526367,24.568557739257812
mig,0.6,23.833036422729492,23.979902267456055
mig,0.7,23.087263107299805,24.250507354736328
mig,0.8,23.479700088500977,24.013519287109375
mig,0.9,24.8262882232666,23.975610733032227
mig,1.0,25.142192840576172,24.617433547973633
