mode,load,0_efficientnet_b7-2,1_efficientnet_b7-2
mig,0.1,20.717144012451172,21.33345603942871
mig,0.2,20.814180374145508,20.54572105407715
mig,0.3,21.322011947631836,20.584583282470703
mig,0.4,20.548105239868164,21.04640007019043
mig,0.5,20.90287208557129,20.943641662597656
mig,0.6,20.97606658935547,20.973682403564453
mig,0.7,20.65730094909668,20.843982696533203
mig,0.8,20.778179168701172,21.189451217651367
mig,0.9,21.172761917114258,20.772933959960938
mig,1.0,20.82657814025879,20.960569381713867
